Resource_Type,Old_Address,New_Address
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/bigquery.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/bigquery.admin/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/bigtable.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/bigtable.admin/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/browser""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/browser/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/certificatemanager.viewer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/certificatemanager.viewer/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/cloudbuild.builds.editor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/cloudbuild.builds.editor/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/clouddeploy.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/clouddeploy.admin/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/cloudfunctions.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/cloudfunctions.admin/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/cloudfunctions.developer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/cloudfunctions.developer/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/cloudkms.cryptoOperator""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/cloudkms.cryptoOperator/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/cloudsql.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/cloudsql.admin/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/cloudtasks.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/cloudtasks.admin/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/cloudtasks.enqueuer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/cloudtasks.enqueuer/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/cloudtasks.taskDeleter""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/cloudtasks.taskDeleter/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/cloudtasks.taskRunner""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/cloudtasks.taskRunner/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/cloudtasks.viewer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/cloudtasks.viewer/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/compute.instanceAdmin.v1""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/compute.instanceAdmin.v1/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/compute.networkAdmin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/compute.networkAdmin/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/container.developer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/container.developer/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/datamigration.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/datamigration.admin/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/dns.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/dns.admin/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/firebasedatabase.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/firebasedatabase.admin/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/logging.viewer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/logging.viewer/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/ml.developer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/ml.developer/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/monitoring.viewer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/monitoring.viewer/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/pubsub.editor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/pubsub.editor/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/pubsublite.editor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/pubsublite.editor/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/run.developer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/run.developer/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/servicemanagement.quotaViewer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/servicemanagement.quotaViewer/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/source.writer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/source.writer/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/spanner.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/spanner.admin/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/storage.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/storage.admin/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-CloudArchitect:roles/viewer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/viewer/group:gcp-ci-prod-cloudarchitect@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:organizations/292095750786/roles/spgiBigQueryEditor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/organizations/292095750786/roles/spgiBigQueryEditor/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:organizations/292095750786/roles/spgiBigTableEditor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/organizations/292095750786/roles/spgiBigTableEditor/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:organizations/292095750786/roles/spgiCloudFusionEditor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/organizations/292095750786/roles/spgiCloudFusionEditor/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:organizations/292095750786/roles/spgiDataCatalogEditor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/organizations/292095750786/roles/spgiDataCatalogEditor/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:organizations/292095750786/roles/spgiFirebaseEditor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/organizations/292095750786/roles/spgiFirebaseEditor/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:organizations/292095750786/roles/spgiSpannerEditor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/organizations/292095750786/roles/spgiSpannerEditor/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:organizations/292095750786/roles/spgiStorageEditor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/organizations/292095750786/roles/spgiStorageEditor/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:roles/aiplatform.user""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/aiplatform.user/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:roles/automl.editor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/automl.editor/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:roles/browser""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/browser/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:roles/cloudsql.editor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/cloudsql.editor/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:roles/composer.user""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/composer.user/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:roles/dataflow.developer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/dataflow.developer/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:roles/dataplex.editor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/dataplex.editor/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:roles/dataproc.editor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/dataproc.editor/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:roles/pubsub.editor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/pubsub.editor/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DataScientist:roles/pubsublite.editor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/pubsublite.editor/group:gcp-ci-prod-datascientist@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DatabaseAdministrator:roles/bigquery.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/bigquery.admin/group:gcp-ci-prod-databaseadministrator@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DatabaseAdministrator:roles/bigtable.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/bigtable.admin/group:gcp-ci-prod-databaseadministrator@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DatabaseAdministrator:roles/browser""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/browser/group:gcp-ci-prod-databaseadministrator@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DatabaseAdministrator:roles/certificatemanager.viewer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/certificatemanager.viewer/group:gcp-ci-prod-databaseadministrator@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DatabaseAdministrator:roles/cloudbuild.builds.editor""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/cloudbuild.builds.editor/group:gcp-ci-prod-databaseadministrator@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DatabaseAdministrator:roles/clouddeploy.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/clouddeploy.admin/group:gcp-ci-prod-databaseadministrator@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DatabaseAdministrator:roles/cloudfunctions.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/cloudfunctions.admin/group:gcp-ci-prod-databaseadministrator@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DatabaseAdministrator:roles/cloudkms.cryptoOperator""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/cloudkms.cryptoOperator/group:gcp-ci-prod-databaseadministrator@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DatabaseAdministrator:roles/cloudsql.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/cloudsql.admin/group:gcp-ci-prod-databaseadministrator@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DatabaseAdministrator:roles/cloudtasks.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/cloudtasks.admin/group:gcp-ci-prod-databaseadministrator@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DatabaseAdministrator:roles/compute.instanceAdmin.v1""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/compute.instanceAdmin.v1/group:gcp-ci-prod-databaseadministrator@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DatabaseAdministrator:roles/datamigration.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/datamigration.admin/group:gcp-ci-prod-databaseadministrator@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DatabaseAdministrator:roles/firebasedatabase.admin""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/firebasedatabase.admin/group:gcp-ci-prod-databaseadministrator@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DatabaseAdministrator:roles/logging.viewer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/logging.viewer/group:gcp-ci-prod-databaseadministrator@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DatabaseAdministrator:roles/monitoring.viewer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/monitoring.viewer/group:gcp-ci-prod-databaseadministrator@spglobal.com""]"
google_folder_iam_member,"module.business_units[""Commodity Insights""].module.business_unit_nonprod_folder.google_folder_iam_member.permission_mapping[""GCP-CI-Nonprod-DatabaseAdministrator:roles/source.writer""]","module.folder_hierarchy_nonprod.google_folder_iam_member.custom_bindings[""nonprod/spgi-ci/roles/source.writer/group:gcp-ci-prod-databaseadministrator@spglobal.com""]"
